h3_index,geometry,centroid_lat,centroid_lon,population,population_density,median_income,income_band,age_median,target_age_fit,target_income_fit,road_length_km,road_density,highway_distance_km,highway_access_score,poi_count,competitor_count_500m,competitor_count_1km,competitor_count_2km,competitor_count_5km,complementary_count_500m,complementary_count_1km,complementary_count_2km,anchor_count_500m,anchor_count_1km,anchor_distance_km,competition_score,complementary_score,anchor_score,dominant_zone_class,commercial_area_pct,industrial_area_pct,residential_area_pct,flood_zone,in_sfha,flood_score,aqi,air_quality_score,human_evaluation_score
884898d865fffff,"POLYGON((-97.909950 30.196704, -97.905016 30.199462, -97.905352 30.204605, -97.910623 30.206990, -97.915557 30.204233, -97.915221 30.199090, -97.909950 30.196704))",30.201847,-97.910287,1272,1725.92,91753,middle,41.08,0.8511,0.6698,2.763,3.749,5.931,0.1587,5,0,1,1,2,1,1,1,0,0,14.006,0.5614,0.1134,0.074,commercial,37.31,27.22,0.0,X,False,0.8645,63.2,0.6555,5.2
884898d867fffff,"POLYGON((-97.915557 30.204233, -97.910623 30.206990, -97.910959 30.212133, -97.916230 30.214519, -97.921165 30.211761, -97.920828 30.206618, -97.915557 30.204233))",30.209376,-97.915894,1049,1423.34,103594,upper_middle,33.9,0.8153,0.56,2.667,3.619,6.454,0.1891,5,0,0,0,1,0,0,1,0,1,15.236,0.4315,0.2385,0.0989,industrial,0.0,52.14,13.76,X,False,0.9208,59.9,0.6482,4.9
884898d869fffff,"POLYGON((-97.924753 30.188431, -97.919819 30.191189, -97.920155 30.196332, -97.925426 30.198717, -97.930361 30.195959, -97.930023 30.190816, -97.924753 30.188431))",30.193574,-97.925089,880,1194.03,91450,middle,37.56,0.9225,0.6824,1.785,2.422,7.187,0.1101,5,0,0,0,0,1,1,1,0,0,14.084,0.3612,0.2107,0.077,industrial,5.99,28.31,17.31,X,False,0.798,51.6,0.7303,4.6
884898d86bfffff,"POLYGON((-97.930361 30.195959, -97.925426 30.198717, -97.925763 30.203861, -97.931035 30.206246, -97.935969 30.203487, -97.935632 30.198344, -97.930361 30.195959))",30.201102,-97.930698,868,1177.75,83999,middle,36.45,0.9764,0.7289,2.239,3.038,7.941,0.0983,8,0,0,0,0,0,0,1,0,0,15.681,0.429,0.176,0.0698,agricultural,27.14,16.87,11.16,X,False,0.9485,48.4,0.772,4.8
884898d86dfffff,"POLYGON((-97.914548 30.188804, -97.909614 30.191561, -97.909950 30.196704, -97.915221 30.199090, -97.920155 30.196332, -97.919819 30.191189, -97.914548 30.188804))",30.193947,-97.914885,868,1177.75,103956,upper_middle,36.78,0.9709,0.5822,3.646,4.948,6.093,0.19,4,0,0,0,1,0,0,0,0,0,13.886,0.3778,0.0169,0.0987,commercial,33.11,18.93,26.18,X,False,0.868,48.9,0.8109,5.1
884898d881fffff,"POLYGON((-97.980871 30.263705, -97.975934 30.266464, -97.976273 30.271606, -97.981550 30.273990, -97.986488 30.271231, -97.986148 30.266088, -97.980871 30.263705))",30.268847,-97.98121,491,666.21,93094,middle,35.33,0.9195,0.7611,0.221,0.3,14.713,0.0423,7,0,0,0,0,0,0,0,0,0,23.002,0.3595,0.0,0.0071,agricultural,20.88,0.0,12.65,X,False,0.6659,55.3,0.7034,3.1
884898d883fffff,"POLYGON((-97.986488 30.271231, -97.981550 30.273990, -97.981890 30.279132, -97.987167 30.281516, -97.992105 30.278757, -97.991765 30.273614, -97.986488 30.271231))",30.276373,-97.986827,672,911.8,68794,lower_middle,38.16,0.8984,0.9295,0.221,0.3,15.766,0.0046,7,0,0,0,0,0,0,0,0,0,23.4,0.4508,0.045,0.0144,agricultural,21.93,4.27,20.17,X,False,0.9046,42.2,0.9008,3.3
884898d885fffff,"POLYGON((-97.970657 30.264080, -97.965720 30.266838, -97.966059 30.271981, -97.971336 30.274365, -97.976273 30.271606, -97.975934 30.266464, -97.970657 30.264080))",30.269222,-97.970996,689,934.87,89189,middle,41.21,0.7369,0.7288,0.644,0.874,13.87,0.0623,2,0,0,0,1,0,0,0,0,1,21.946,0.3368,0.0323,0.0261,residential,29.49,0.0,35.09,X,False,0.9344,48.8,0.7599,3.9
884898d887fffff,"POLYGON((-97.976273 30.271606, -97.971336 30.274365, -97.971675 30.279507, -97.976952 30.281891, -97.981890 30.279132, -97.981550 30.273990, -97.976273 30.271606))",30.276749,-97.976612,670,909.09,66110,lower_middle,44.69,0.6759,1.0,0.221,0.3,14.688,0.0787,6,0,1,1,1,0,0,0,0,0,22.782,0.5792,0.0411,0.0522,agricultural,0.0,0.0,43.93,X,False,0.8391,47.5,0.8167,4.5
884898d889fffff,"POLYGON((-97.985468 30.255802, -97.980531 30.258562, -97.980871 30.263705, -97.986148 30.266088, -97.991085 30.263329, -97.990745 30.258186, -97.985468 30.255802))",30.260945,-97.985808,581,788.33,87920,middle,42.96,0.6984,0.7945,0.409,0.554,14.589,0.0,1,0,0,0,0,0,1,1,0,0,23.452,0.4082,0.1577,0.026,agricultural,0.0,0.0,36.82,X,False,0.9257,45.7,0.8612,3.2
884898d88bfffff,"POLYGON((-97.991085 30.263329, -97.986148 30.266088, -97.986488 30.271231, -97.991765 30.273614, -97.996702 30.270855, -97.996362 30.265712, -97.991085 30.263329))",30.268471,-97.991425,769,1043.42,52380,lower_middle,45.23,0.6287,0.8511,1.641,2.226,15.333,0.0354,4,0,0,0,0,0,0,0,0,0,23.846,0.4776,0.0,0.0,commercial,28.46,12.6,19.34,X,False,0.9439,48.2,0.7947,5.1
884898d88dfffff,"POLYGON((-97.975255 30.256178, -97.970318 30.258937, -97.970657 30.264080, -97.975934 30.266464, -97.980871 30.263705, -97.980531 30.258562, -97.975255 30.256178))",30.261321,-97.975594,643,872.46,72268,middle,42.96,0.7457,0.8973,1.377,1.869,14.093,0.0,3,0,0,1,1,0,0,0,0,0,22.413,0.6718,0.0199,0.0232,residential,21.48,0.0,40.42,X,False,0.5827,52.5,0.7306,4.1
884898d891fffff,"POLYGON((-98.002321 30.278380, -97.997383 30.281140, -97.997723 30.286283, -98.003002 30.288666, -98.007940 30.285906, -98.007599 30.280763, -98.002321 30.278380))",30.283523,-98.002661,354,480.33,70157,middle,44.35,0.6722,0.9883,0.922,1.251,17.406,0.0,7,0,0,0,0,0,0,0,0,0,24.769,0.4822,0.0192,0.0201,agricultural,0.0,16.78,0.0,X,False,0.855,56.6,0.7394,3.8
884898d893fffff,"POLYGON((-98.007940 30.285906, -98.003002 30.288666, -98.003343 30.293808, -98.008622 30.296191, -98.013560 30.293431, -98.013219 30.288288, -98.007940 30.285906))",30.291048,-98.008281,489,663.5,86606,middle,39.73,0.8846,0.7552,0.305,0.414,18.267,0.0,6,0,0,0,0,0,0,0,0,0,25.662,0.3379,0.0,0.0406,agricultural,10.13,18.95,7.46,X,False,0.8473,44.5,0.8421,3.1
884898d895fffff,"POLYGON((-97.992105 30.278757, -97.987167 30.281516, -97.987507 30.286658, -97.992785 30.289042, -97.997723 30.286283, -97.997383 30.281140, -97.992105 30.278757))",30.283899,-97.992445,612,830.39,58034,lower_middle,39.4,0.7644,0.9305,0.991,1.344,16.625,0.0,4,0,0,0,0,0,0,0,0,0,23.6,0.3819,0.0074,0.0318,agricultural,7.3,0.0,24.64,0.2 PCT ANNUAL CHANCE,False,0.6255,49.1,0.755,2.7
884898d897fffff,"POLYGON((-97.997723 30.286283, -97.992785 30.289042, -97.993125 30.294184, -97.998404 30.296567, -98.003343 30.293808, -98.003002 30.288666, -97.997723 30.286283))",30.291425,-97.998064,465,630.94,82980,middle,43.08,0.7067,0.6817,0.373,0.506,17.336,0.0668,4,0,0,1,1,0,0,0,0,0,24.908,0.6067,0.0585,0.0,agricultural,42.51,5.98,0.0,X,False,0.8161,48.0,0.8015,3.7
884898d899fffff,"POLYGON((-98.006918 30.270478, -98.001980 30.273238, -98.002321 30.278380, -98.007599 30.280763, -98.012537 30.278003, -98.012196 30.272860, -98.006918 30.270478))",30.27562,-98.007259,600,814.11,77445,middle,43.62,0.6841,0.8757,0.221,0.3,17.288,0.0,3,0,0,0,0,0,0,0,0,0,25.302,0.4182,0.0024,0.0,industrial,0.0,27.49,0.0,X,False,0.8256,56.1,0.7043,4.4
884898d89bfffff,"POLYGON((-98.012537 30.278003, -98.007599 30.280763, -98.007940 30.285906, -98.013219 30.288288, -98.018157 30.285528, -98.017816 30.280386, -98.012537 30.278003))",30.283146,-98.012878,283,383.99,89523,middle,35.58,0.9481,0.6645,0.719,0.975,18.094,0.0231,2,0,0,0,0,0,0,0,0,0,26.22,0.4284,0.0,0.0119,industrial,0.0,56.41,7.2,X,False,0.863,45.3,0.8798,4.1
884898d89dfffff,"POLYGON((-97.996702 30.270855, -97.991765 30.273614, -97.992105 30.278757, -97.997383 30.281140, -98.002321 30.278380, -98.001980 30.273238, -97.996702 30.270855))",30.275997,-97.997043,417,565.81,76673,middle,39.41,0.739,0.9077,0.459,0.622,16.293,0.0,1,0,0,0,0,0,0,0,0,0,24.455,0.4049,0.0,0.0229,agricultural,0.0,13.61,30.09,X,False,0.8008,47.1,0.8192,5.0
884898d8a1fffff,"POLYGON((-97.955845 30.272355, -97.950908 30.275112, -97.951246 30.280254, -97.956522 30.282639, -97.961460 30.279881, -97.961121 30.274739, -97.955845 30.272355))",30.277497,-97.956184,853,1157.39,84020,middle,43.34,0.7852,0.8896,1.672,2.269,13.176,0.0099,4,0,0,0,0,0,1,1,0,0,20.726,0.3999,0.1806,0.0488,agricultural,22.81,0.0,0.0,X,False,0.7762,48.1,0.7697,4.7
884898d8a3fffff,"POLYGON((-97.961460 30.279881, -97.956522 30.282639, -97.956861 30.287781, -97.962138 30.290166, -97.967076 30.287408, -97.966737 30.282265, -97.961460 30.279881))",30.285023,-97.961799,1045,1417.91,90697,middle,36.15,0.9718,0.7266,1.257,1.706,14.113,0.06,5,0,0,0,0,0,1,2,0,0,21.349,0.4583,0.3609,0.0288,agricultural,18.97,14.66,16.65,X,False,0.7513,52.8,0.7349,3.4
884898d8a5fffff,"POLYGON((-97.945632 30.272728, -97.940695 30.275485, -97.941033 30.280627, -97.946308 30.283012, -97.951246 30.280254, -97.950908 30.275112, -97.945632 30.272728))",30.27787,-97.94597,786,1066.49,74966,middle,33.72,0.9204,0.8879,0.399,0.541,12.782,0.035,6,0,0,0,0,0,0,0,0,0,19.31,0.4027,0.0184,0.0837,agricultural,44.25,0.0,2.55,X,False,0.8195,51.6,0.7179,2.5
884898d8a7fffff,"POLYGON((-97.951246 30.280254, -97.946308 30.283012, -97.946646 30.288154, -97.951923 30.290539, -97.956861 30.287781, -97.956522 30.282639, -97.951246 30.280254))",30.285397,-97.951584,838,1137.04,87790,middle,37.29,0.8639,0.7503,1.549,2.102,13.707,0.0,2,0,1,1,1,0,0,0,0,0,20.059,0.6074,0.0411,0.0333,residential,24.95,5.91,41.62,X,False,0.83,44.7,0.8272,3.6
884898d8a9fffff,"POLYGON((-97.960444 30.264454, -97.955507 30.267212, -97.955845 30.272355, -97.961121 30.274739, -97.966059 30.271981, -97.965720 30.266838, -97.960444 30.264454))",30.269597,-97.960783,808,1096.34,82596,middle,37.34,0.886,0.763,0.431,0.585,13.178,0.0827,4,0,0,0,1,0,0,0,0,0,20.938,0.4704,0.0,0.0003,industrial,9.86,35.8,0.0,X,False,0.8243,58.2,0.6773,4.7
884898d8abfffff,"POLYGON((-97.966059 30.271981, -97.961121 30.274739, -97.961460 30.279881, -97.966737 30.282265, -97.971675 30.279507, -97.971336 30.274365, -97.966059 30.271981))",30.277123,-97.966398,805,1092.27,100245,upper_middle,44.78,0.6348,0.7038,1.343,1.822,13.987,0.0498,6,0,0,0,0,0,0,0,0,0,21.302,0.4179,0.0255,0.0559,agricultural,1.7,11.49,15.38,X,False,0.8893,53.5,0.8051,4.7
884898d8adfffff,"POLYGON((-97.950232 30.264828, -97.945294 30.267585, -97.945632 30.272728, -97.950908 30.275112, -97.955845 30.272355, -97.955507 30.267212, -97.950232 30.264828))",30.26997,-97.95057,953,1293.08,91932,middle,35.49,1.0,0.6829,0.221,0.3,12.417,0.0416,4,0,0,0,0,0,0,1,0,1,20.145,0.3761,0.1984,0.0057,industrial,9.86,25.19,16.85,X,False,0.9423,62.0,0.6331,4.5
884898d8b1fffff,"POLYGON((-97.977291 30.287033, -97.972353 30.289792, -97.972692 30.294934, -97.977970 30.297318, -97.982909 30.294559, -97.982569 30.289417, -97.977291 30.287033))",30.292176,-97.977631,521,706.92,78866,middle,42.26,0.6918,0.9249,1.856,2.519,15.763,0.0058,6,0,0,0,0,0,0,0,1,1,22.608,0.421,0.0519,0.0,residential,11.54,0.0,50.57,X,False,0.8793,51.7,0.8156,3.2
884898d8b3fffff,"POLYGON((-97.982909 30.294559, -97.977970 30.297318, -97.978310 30.302460, -97.983588 30.304844, -97.988527 30.302085, -97.988187 30.296943, -97.982909 30.294559))",30.299702,-97.983248,393,533.24,79712,middle,37.68,0.9808,0.7883,0.221,0.3,16.856,0.0,3,0,0,0,0,0,0,0,0,0,23.677,0.4306,0.0204,0.046,agricultural,15.34,0.0,41.98,X,False,0.9009,59.3,0.7088,2.3
884898d8b5fffff,"POLYGON((-97.967076 30.287408, -97.962138 30.290166, -97.962476 30.295308, -97.967754 30.297692, -97.972692 30.294934, -97.972353 30.289792, -97.967076 30.287408))",30.29255,-97.967415,633,858.89,72431,middle,39.34,0.8631,0.9514,0.221,0.3,15.454,0.0,2,0,0,0,0,0,0,0,0,0,21.705,0.4088,0.0321,0.0253,industrial,0.0,30.48,0.0,X,False,0.8267,57.1,0.6078,4.4
884898d8b7fffff,"POLYGON((-97.972692 30.294934, -97.967754 30.297692, -97.968093 30.302834, -97.973371 30.305218, -97.978310 30.302460, -97.977970 30.297318, -97.972692 30.294934))",30.300076,-97.973032,525,712.35,91975,middle,36.63,0.9255,0.6423,0.882,1.197,16.32,0.0,5,0,0,0,0,0,0,0,0,0,22.239,0.4398,0.0187,0.06,agricultural,0.0,8.48,0.0,X,False,0.8934,52.3,0.7323,4.3
884898d8b9fffff,"POLYGON((-97.981890 30.279132, -97.976952 30.281891, -97.977291 30.287033, -97.982569 30.289417, -97.987507 30.286658, -97.987167 30.281516, -97.981890 30.279132))",30.284275,-97.982229,565,766.62,89190,middle,45.92,0.5653,0.5962,1.118,1.518,15.795,0.065,3,0,0,0,0,0,0,0,0,0,22.978,0.4466,0.0085,0.0699,agricultural,0.0,15.67,16.38,X,False,0.8416,55.6,0.7214,3.8
884898d8bbfffff,"POLYGON((-97.987507 30.286658, -97.982569 30.289417, -97.982909 30.294559, -97.988187 30.296943, -97.993125 30.294184, -97.992785 30.289042, -97.987507 30.286658))",30.291801,-97.987847,520,705.56,67703,lower_middle,38.19,0.8497,0.9385,0.56,0.76,16.877,0.0366,4,0,0,0,0,0,0,1,0,0,23.962,0.4111,0.148,0.0,industrial,0.0,36.33,14.12,X,False,0.9049,41.1,0.9037,4.7
884898d8bdfffff,"POLYGON((-97.971675 30.279507, -97.966737 30.282265, -97.967076 30.287408, -97.972353 30.289792, -97.977291 30.287033, -97.976952 30.281891, -97.971675 30.279507))",30.28465,-97.972014,420,569.88,82620,middle,42.03,0.7277,0.8612,0.221,0.3,15.047,0.0184,2,0,0,0,0,0,0,0,0,0,22.554,0.4457,0.0819,0.0084,agricultural,12.18,13.35,4.36,X,False,0.8603,60.0,0.7068,4.0
884898d8c1fffff,"POLYGON((-97.984449 30.240373, -97.979513 30.243133, -97.979852 30.248276, -97.985128 30.250660, -97.990065 30.247900, -97.989725 30.242757, -97.984449 30.240373))",30.245517,-97.984789,640,868.39,62690,lower_middle,43.85,0.5985,0.975,1.133,1.537,13.913,0.0215,2,0,0,0,0,0,0,1,0,0,22.9,0.3589,0.0878,0.0017,industrial,0.0,30.78,4.12,X,False,0.9155,47.7,0.7674,4.2
884898d8c3fffff,"POLYGON((-97.990065 30.247900, -97.985128 30.250660, -97.985468 30.255802, -97.990745 30.258186, -97.995682 30.255426, -97.995342 30.250283, -97.990065 30.247900))",30.253043,-97.990405,690,936.23,80614,middle,34.69,0.8744,0.8542,0.587,0.796,14.791,0.0436,4,0,0,0,0,0,0,1,0,1,23.58,0.2832,0.1849,0.0178,industrial,6.63,47.41,1.03,X,False,0.9495,55.4,0.743,4.1
884898d8c5fffff,"POLYGON((-97.974237 30.240749, -97.969301 30.243509, -97.969640 30.248652, -97.974916 30.251035, -97.979852 30.248276, -97.979513 30.243133, -97.974237 30.240749))",30.245892,-97.974577,806,1093.62,96583,middle,35.26,0.9646,0.5946,1.817,2.466,13.141,0.028,3,0,0,0,0,0,0,0,0,0,21.96,0.4436,0.0,0.0303,agricultural,16.82,18.12,22.27,X,False,0.9499,48.8,0.79,4.3
884898d8c7fffff,"POLYGON((-97.979852 30.248276, -97.974916 30.251035, -97.975255 30.256178, -97.980531 30.258562, -97.985468 30.255802, -97.985128 30.250660, -97.979852 30.248276))",30.253419,-97.980192,589,799.19,95344,middle,38.2,0.9249,0.6202,1.982,2.689,14.091,0.0037,3,0,1,1,1,0,0,0,1,1,22.641,0.6326,0.0,0.0791,agricultural,28.7,0.0,29.81,X,False,0.8689,49.3,0.8382,2.9
884898d8c9fffff,"POLYGON((-97.989045 30.232470, -97.984110 30.235230, -97.984449 30.240373, -97.989725 30.242757, -97.994661 30.239997, -97.994321 30.234853, -97.989045 30.232470))",30.237613,-97.989385,658,892.81,78446,middle,40.06,0.7789,0.8459,1.91,2.592,14.082,0.0748,7,0,0,0,1,1,1,1,0,0,22.65,0.4423,0.1642,0.0484,agricultural,8.85,10.91,37.61,X,False,0.9193,52.7,0.7297,4.7
884898d8cbfffff,"POLYGON((-97.994661 30.239997, -97.989725 30.242757, -97.990065 30.247900, -97.995342 30.250283, -98.000278 30.247523, -97.999938 30.242379, -97.994661 30.239997))",30.24514,-97.995001,717,972.86,55617,lower_middle,42.87,0.6755,0.9425,0.221,0.3,14.908,0.0008,5,0,0,0,0,0,0,0,0,2,23.707,0.437,0.0,0.0457,agricultural,18.59,0.0,0.0,X,False,0.8171,44.2,0.9164,3.1
884898d8cdfffff,"POLYGON((-97.978834 30.232847, -97.973898 30.235606, -97.974237 30.240749, -97.979513 30.243133, -97.984449 30.240373, -97.984110 30.235230, -97.978834 30.232847))",30.23799,-97.979174,443,601.09,83661,middle,40.65,0.7852,0.6872,0.95,1.289,13.222,0.0431,2,1,1,1,1,0,0,0,0,0,21.513,0.6295,0.0476,0.0366,industrial,9.64,32.17,21.29,X,False,0.9315,47.7,0.7896,4.9
884898d8d1fffff,"POLYGON((-98.005896 30.255049, -98.000959 30.257809, -98.001299 30.262952, -98.006577 30.265335, -98.011514 30.262574, -98.011173 30.257431, -98.005896 30.255049))",30.260192,-98.006236,658,892.81,62022,lower_middle,37.43,0.7906,0.9684,0.221,0.3,16.29,0.0156,5,0,0,0,0,0,0,0,0,0,25.607,0.4314,0.0,0.0,agricultural,34.31,0.0,21.98,X,False,0.8842,58.1,0.7068,3.0
884898d8d3fffff,"POLYGON((-98.011514 30.262574, -98.006577 30.265335, -98.006918 30.270478, -98.012196 30.272860, -98.017134 30.270100, -98.016793 30.264957, -98.011514 30.262574))",30.267717,-98.011855,364,493.89,98220,middle,40.76,0.6751,0.5528,1.649,2.238,17.249,0.064,3,0,0,0,0,0,0,0,0,0,25.463,0.3841,0.018,0.0237,agricultural,3.79,0.0,0.0,X,False,0.5972,50.3,0.7547,3.5
884898d8d5fffff,"POLYGON((-97.995682 30.255426, -97.990745 30.258186, -97.991085 30.263329, -97.996362 30.265712, -98.001299 30.262952, -98.000959 30.257809, -97.995682 30.255426))",30.260569,-97.996022,644,873.81,69926,lower_middle,40.24,0.8382,0.9221,0.221,0.3,15.325,0.0,3,0,0,0,0,0,0,0,0,0,24.202,0.3126,0.0,0.0,agricultural,27.06,0.0,27.78,0.2 PCT ANNUAL CHANCE,False,0.7604,55.1,0.7056,3.0
884898d8d7fffff,"POLYGON((-98.001299 30.262952, -97.996362 30.265712, -97.996702 30.270855, -98.001980 30.273238, -98.006918 30.270478, -98.006577 30.265335, -98.001299 30.262952))",30.268095,-98.00164,536,727.27,99914,middle,41.72,0.708,0.5059,0.221,0.3,16.564,0.0457,2,0,0,0,0,0,0,1,0,0,24.853,0.3924,0.1889,0.0395,agricultural,11.39,0.0,39.43,X,False,0.9363,49.3,0.8047,3.9
884898d8d9fffff,"POLYGON((-98.010492 30.247145, -98.005555 30.249905, -98.005896 30.255049, -98.011173 30.257431, -98.016110 30.254670, -98.015769 30.249527, -98.010492 30.247145))",30.252288,-98.010832,590,800.54,68339,lower_middle,40.09,0.8403,1.0,1.764,2.394,16.241,0.0,4,0,0,0,0,0,0,0,0,0,24.896,0.4304,0.0,0.0536,agricultural,21.7,0.0,33.86,0.2 PCT ANNUAL CHANCE,False,0.6063,58.0,0.7052,2.6
884898d8dbfffff,"POLYGON((-98.016110 30.254670, -98.011173 30.257431, -98.011514 30.262574, -98.016793 30.264957, -98.021730 30.262196, -98.021388 30.257053, -98.016110 30.254670))",30.259814,-98.016451,874,1185.89,90276,middle,44.1,0.6289,0.6332,0.221,0.3,17.328,0.0243,7,0,0,0,0,0,0,0,0,0,25.954,0.4464,0.0,0.0,agricultural,25.42,0.0,0.0,X,False,0.8786,49.3,0.7672,2.7
884898d8ddfffff,"POLYGON((-98.000278 30.247523, -97.995342 30.250283, -97.995682 30.255426, -98.000959 30.257809, -98.005896 30.255049, -98.005555 30.249905, -98.000278 30.247523))",30.252666,-98.000618,481,652.65,85182,middle,38.66,0.95,0.7339,0.329,0.446,15.731,0.0411,7,0,0,0,0,0,0,0,0,0,23.895,0.39,0.0,0.0142,agricultural,41.26,0.0,6.13,X,False,0.8476,45.4,0.829,3.4
884898d8e1fffff,"POLYGON((-97.959428 30.249026, -97.954492 30.251785, -97.954830 30.256927, -97.960106 30.259312, -97.965042 30.256553, -97.964704 30.251410, -97.959428 30.249026))",30.254169,-97.959767,554,751.7,89314,middle,43.23,0.7351,0.7206,1.147,1.556,12.027,0.0,8,0,0,1,1,0,0,0,0,0,21.142,0.5885,0.0832,0.0765,industrial,7.49,25.2,7.84,X,False,0.8526,42.5,0.8684,4.2
884898d8e3fffff,"POLYGON((-97.965042 30.256553, -97.960106 30.259312, -97.960444 30.264454, -97.965720 30.266838, -97.970657 30.264080, -97.970318 30.258937, -97.965042 30.256553))",30.261696,-97.965381,456,618.72,87812,middle,43.28,0.7181,0.79,1.269,1.722,13.071,0.0025,2,0,0,0,0,0,0,0,0,0,21.14,0.4538,0.0526,0.0,residential,21.44,0.14,46.12,X,False,0.9289,54.6,0.6779,2.5
884898d8e5fffff,"POLYGON((-97.949217 30.249400, -97.944281 30.252158, -97.944619 30.257301, -97.949893 30.259685, -97.954830 30.256927, -97.954492 30.251785, -97.949217 30.249400))",30.254543,-97.949555,1520,2062.42,102568,upper_middle,38.56,0.9553,0.5621,0.221,0.3,11.206,0.0687,4,0,0,0,0,0,0,0,0,0,19.761,0.4401,0.0056,0.0077,residential,31.19,1.1,33.7,X,False,0.7891,46.3,0.8581,3.1
884898d8e7fffff,"POLYGON((-97.954830 30.256927, -97.949893 30.259685, -97.950232 30.264828, -97.955507 30.267212, -97.960444 30.264454, -97.960106 30.259312, -97.954830 30.256927))",30.26207,-97.955169,1102,1495.25,65917,lower_middle,30.2,0.6974,1.0,1.615,2.191,12.054,0.0405,3,0,0,1,1,0,0,0,0,0,20.36,0.5128,0.0414,0.0182,agricultural,25.66,0.0,18.88,X,False,0.8056,43.9,0.8426,2.7
884898d8e9fffff,"POLYGON((-97.964026 30.241125, -97.959090 30.243883, -97.959428 30.249026, -97.964704 30.251410, -97.969640 30.248652, -97.969301 30.243509, -97.964026 30.241125))",30.246268,-97.964365,772,1047.49,86376,middle,41.32,0.833,0.6848,2.273,3.084,12.018,0.0698,5,0,0,1,1,1,1,1,0,0,20.854,0.6338,0.2101,0.0172,commercial,23.22,21.76,0.0,X,False,0.8973,45.6,0.8389,4.6
884898d8ebfffff,"POLYGON((-97.969640 30.248652, -97.964704 30.251410, -97.965042 30.256553, -97.970318 30.258937, -97.975255 30.256178, -97.974916 30.251035, -97.969640 30.248652))",30.253794,-97.969979,563,763.91,78241,middle,45.93,0.5255,0.838,0.221,0.3,13.072,0.0276,9,0,0,0,0,0,0,0,1,1,21.958,0.3911,0.0156,0.0576,agricultural,20.05,0.0,8.87,X,False,0.8495,51.8,0.7431,3.3
884898d8edfffff,"POLYGON((-97.953815 30.241499, -97.948879 30.244257, -97.949217 30.249400, -97.954492 30.251785, -97.959428 30.249026, -97.959090 30.243883, -97.953815 30.241499))",30.246642,-97.954154,524,710.99,84544,middle,41.15,0.7295,0.7423,0.446,0.605,11.442,0.0659,3,0,0,0,0,0,0,0,0,0,20.249,0.423,0.0,0.0599,agricultural,0.0,0.0,19.27,X,False,0.8155,50.3,0.7717,3.6
884898d901fffff,"POLYGON((-97.870139 30.213613, -97.865204 30.216368, -97.865538 30.221510, -97.870807 30.223897, -97.875743 30.221142, -97.875408 30.216000, -97.870139 30.213613))",30.218755,-97.870473,1186,1609.23,104130,upper_middle,34.46,0.9149,0.5454,3.948,5.356,2.821,0.4057,5,0,0,0,1,0,1,1,0,1,13.261,0.446,0.1128,0.1507,industrial,21.94,34.84,14.64,X,False,0.9051,48.8,0.7845,6.8
884898d903fffff,"POLYGON((-97.875743 30.221142, -97.870807 30.223897, -97.871142 30.229039, -97.876412 30.231426, -97.881348 30.228671, -97.881013 30.223529, -97.875743 30.221142))",30.226284,-97.876077,1478,2005.43,96681,middle,38.56,0.8583,0.6556,3.291,4.465,4.032,0.34,7,0,0,0,3,1,1,4,0,0,13.366,0.3741,0.6286,0.1028,commercial,31.48,25.53,20.82,X,False,0.8998,50.3,0.7579,4.9
884898d905fffff,"POLYGON((-97.859935 30.213980, -97.855000 30.216735, -97.855334 30.221877, -97.860603 30.224265, -97.865538 30.221510, -97.865204 30.216368, -97.859935 30.213980))",30.219123,-97.860269,880,1194.03,91030,middle,36.01,1.0,0.6281,4.632,6.285,2.409,0.4724,5,0,0,0,0,1,1,3,0,0,12.349,0.3748,0.4189,0.0935,commercial,34.97,27.7,9.0,AE,True,0.2775,49.0,0.8004,3.0
884898d907fffff,"POLYGON((-97.865538 30.221510, -97.860603 30.224265, -97.860937 30.229407, -97.866206 30.231794, -97.871142 30.229039, -97.870807 30.223897, -97.865538 30.221510))",30.226652,-97.865872,952,1291.72,122965,upper_middle,39.08,0.8843,0.4587,3.04,4.124,3.239,0.3755,6,0,0,0,1,1,1,3,0,0,13.06,0.4113,0.4911,0.0759,industrial,20.41,51.35,4.38,X,False,0.8553,56.5,0.7121,5.9
884898d909fffff,"POLYGON((-97.874739 30.205715, -97.869804 30.208470, -97.870139 30.213613, -97.875408 30.216000, -97.880343 30.213244, -97.880008 30.208101, -97.874739 30.205715))",30.210857,-97.875074,2012,2729.99,93966,middle,38.73,0.8278,0.8027,2.496,3.386,2.603,0.4326,7,0,0,0,1,0,0,1,0,0,12.342,0.3756,0.2137,0.054,industrial,25.26,30.46,18.16,X,False,0.9361,55.2,0.6792,5.0
884898d90bfffff,"POLYGON((-97.880343 30.213244, -97.875408 30.216000, -97.875743 30.221142, -97.881013 30.223529, -97.885948 30.220773, -97.885613 30.215631, -97.880343 30.213244))",30.218386,-97.880678,1239,1681.14,84599,middle,38.36,0.8507,0.7283,2.418,3.281,3.625,0.3872,7,0,0,0,0,2,3,3,0,0,13.195,0.432,0.4449,0.1319,commercial,54.52,5.77,13.42,X,False,0.8635,52.4,0.7525,4.2
